,latitude,longitude,d2m_C,month
1446,29.0,77.2,24.33,2021-09
1447,29.0,77.3,24.34,2021-09
1448,29.0,77.5,24.35,2021-09
1449,28.9,76.7,24.32,2021-09
1450,28.9,76.8,24.35,2021-09
1451,28.9,76.8,24.34,2021-09
1452,28.9,76.9,24.37,2021-09
1453,28.9,77.0,24.42,2021-09
1454,28.9,77.1,24.43,2021-09
1455,28.9,77.2,24.4,2021-09
1456,28.9,77.3,24.38,2021-09
1457,28.9,77.5,24.36,2021-09
1458,28.8,76.7,24.24,2021-09
1459,28.8,76.8,24.29,2021-09
1460,28.8,76.8,24.33,2021-09
1461,28.8,76.9,24.37,2021-09
1462,28.8,77.0,24.41,2021-09
1463,28.8,77.1,24.42,2021-09
1464,28.8,77.2,24.41,2021-09
1465,28.8,77.3,24.39,2021-09
1466,28.8,77.5,24.37,2021-09
1467,28.7,76.7,24.19,2021-09
1468,28.7,76.8,24.23,2021-09
1469,28.7,76.8,24.31,2021-09
1470,28.7,76.9,24.39,2021-09
1471,28.7,77.0,24.46,2021-09
1472,28.7,77.1,24.47,2021-09
1473,28.7,77.2,24.41,2021-09
1474,28.7,77.3,24.42,2021-09
1475,28.7,77.5,24.41,2021-09
1476,28.5,76.7,24.15,2021-09
1477,28.5,76.8,24.21,2021-09
1478,28.5,76.8,24.31,2021-09
1479,28.5,76.9,24.37,2021-09
1480,28.5,77.0,24.37,2021-09
1481,28.5,77.1,24.34,2021-09
1482,28.5,77.2,24.38,2021-09
1483,28.5,77.3,24.45,2021-09
1484,28.5,77.5,24.43,2021-09
1485,28.4,76.7,24.13,2021-09
1486,28.4,76.8,24.22,2021-09
1487,28.4,76.8,24.28,2021-09
1488,28.4,76.9,24.28,2021-09
1489,28.4,77.0,24.23,2021-09
1490,28.4,77.1,24.23,2021-09
1491,28.4,77.2,24.34,2021-09
1492,28.4,77.3,24.46,2021-09
1493,28.4,77.5,24.45,2021-09
1494,28.3,76.7,24.1,2021-09
1495,28.3,76.8,24.16,2021-09
1496,28.3,76.8,24.18,2021-09
1497,28.3,76.9,24.19,2021-09
1498,28.3,77.0,24.2,2021-09
1499,28.3,77.1,24.26,2021-09
1500,28.3,77.2,24.37,2021-09
1501,28.3,77.3,24.48,2021-09
1502,28.3,77.5,24.49,2021-09
1503,28.3,76.7,24.06,2021-09
1504,28.3,76.8,24.06,2021-09
1505,28.3,76.8,24.04,2021-09
1506,28.3,76.9,24.13,2021-09
1507,28.3,77.0,24.29,2021-09
1508,28.3,77.1,24.39,2021-09
1509,28.3,77.2,24.43,2021-09
1510,28.3,77.3,24.46,2021-09
1511,28.3,77.5,24.47,2021-09
1512,29.0,76.7,18.12,2021-10
1513,29.0,76.8,18.24,2021-10
1514,29.0,76.8,18.35,2021-10
1515,29.0,76.9,18.51,2021-10
1516,29.0,77.0,18.7,2021-10
1517,29.0,77.1,18.84,2021-10
1518,29.0,77.2,18.87,2021-10
1519,29.0,77.3,18.96,2021-10
1520,29.0,77.5,19.04,2021-10
1521,28.9,76.7,17.86,2021-10
1522,28.9,76.8,18.07,2021-10
1523,28.9,76.8,18.19,2021-10
1524,28.9,76.9,18.36,2021-10
1525,28.9,77.0,18.61,2021-10
1526,28.9,77.1,18.79,2021-10
1527,28.9,77.2,18.86,2021-10
1528,28.9,77.3,18.93,2021-10
1529,28.9,77.5,19.0,2021-10
1530,28.8,76.7,17.46,2021-10
1531,28.8,76.8,17.77,2021-10
1532,28.8,76.8,18.01,2021-10
1533,28.8,76.9,18.26,2021-10
1534,28.8,77.0,18.5,2021-10
1535,28.8,77.1,18.68,2021-10
1536,28.8,77.2,18.79,2021-10
1537,28.8,77.3,18.88,2021-10
1538,28.8,77.5,18.95,2021-10
1539,28.7,76.7,17.32,2021-10
1540,28.7,76.8,17.6,2021-10
1541,28.7,76.8,17.89,2021-10
1542,28.7,76.9,18.2,2021-10
1543,28.7,77.0,18.52,2021-10
1544,28.7,77.1,18.73,2021-10
1545,28.7,77.2,18.72,2021-10
1546,28.7,77.3,18.84,2021-10
1547,28.7,77.5,18.94,2021-10
1548,28.5,76.7,17.2,2021-10
1549,28.5,76.8,17.47,2021-10
1550,28.5,76.8,17.78,2021-10
1551,28.5,76.9,18.07,2021-10
1552,28.5,77.0,18.32,2021-10
1553,28.5,77.1,18.47,2021-10
1554,28.5,77.2,18.62,2021-10
1555,28.5,77.3,18.81,2021-10
1556,28.5,77.5,18.9,2021-10
1557,28.4,76.7,17.04,2021-10
1558,28.4,76.8,17.34,2021-10
1559,28.4,76.8,17.62,2021-10
1560,28.4,76.9,17.86,2021-10
1561,28.4,77.0,18.04,2021-10
1562,28.4,77.1,18.27,2021-10
1563,28.4,77.2,18.52,2021-10
1564,28.4,77.3,18.78,2021-10
1565,28.4,77.5,18.88,2021-10
1566,28.3,76.7,16.81,2021-10
1567,28.3,76.8,17.1,2021-10
1568,28.3,76.8,17.32,2021-10
1569,28.3,76.9,17.58,2021-10
1570,28.3,77.0,17.85,2021-10
1571,28.3,77.1,18.16,2021-10
1572,28.3,77.2,18.46,2021-10
1573,28.3,77.3,18.73,2021-10
1574,28.3,77.5,18.86,2021-10
1575,28.3,76.7,16.54,2021-10
1576,28.3,76.8,16.76,2021-10
1577,28.3,76.8,16.96,2021-10
1578,28.3,76.9,17.35,2021-10
1579,28.3,77.0,17.82,2021-10
1580,28.3,77.1,18.16,2021-10
1581,28.3,77.2,18.42,2021-10
1582,28.3,77.3,18.64,2021-10
1583,28.3,77.5,18.79,2021-10
1584,29.0,76.7,11.2,2021-11
1585,29.0,76.8,11.28,2021-11
1586,29.0,76.8,11.34,2021-11
1587,29.0,76.9,11.46,2021-11
1588,29.0,77.0,11.6,2021-11
1589,29.0,77.1,11.75,2021-11
1590,29.0,77.2,11.78,2021-11
1591,29.0,77.3,11.82,2021-11
1592,29.0,77.5,11.86,2021-11
1593,28.9,76.7,11.01,2021-11
1594,28.9,76.8,11.2,2021-11
1595,28.9,76.8,11.28,2021-11
1596,28.9,76.9,11.41,2021-11
1597,28.9,77.0,11.65,2021-11
1598,28.9,77.1,11.82,2021-11
1599,28.9,77.2,11.88,2021-11
1600,28.9,77.3,11.92,2021-11
1601,28.9,77.5,11.97,2021-11
1602,28.8,76.7,10.72,2021-11
1603,28.8,76.8,11.0,2021-11
1604,28.8,76.8,11.21,2021-11
1605,28.8,76.9,11.44,2021-11
1606,28.8,77.0,11.67,2021-11
1607,28.8,77.1,11.84,2021-11
1608,28.8,77.2,11.92,2021-11
1609,28.8,77.3,11.98,2021-11
1610,28.8,77.5,12.03,2021-11
1611,28.7,76.7,10.57,2021-11
1612,28.7,76.8,10.83,2021-11
1613,28.7,76.8,11.13,2021-11
1614,28.7,76.9,11.39,2021-11
1615,28.7,77.0,11.67,2021-11
1616,28.7,77.1,11.85,2021-11
1617,28.7,77.2,11.85,2021-11
1618,28.7,77.3,11.95,2021-11
1619,28.7,77.5,12.04,2021-11
1620,28.5,76.7,10.45,2021-11
1621,28.5,76.8,10.75,2021-11
1622,28.5,76.8,11.06,2021-11
1623,28.5,76.9,11.31,2021-11
1624,28.5,77.0,11.5,2021-11
1625,28.5,77.1,11.63,2021-11
1626,28.5,77.2,11.77,2021-11
1627,28.5,77.3,11.94,2021-11
1628,28.5,77.5,12.03,2021-11
1629,28.4,76.7,10.31,2021-11
1630,28.4,76.8,10.64,2021-11
1631,28.4,76.8,10.93,2021-11
1632,28.4,76.9,11.13,2021-11
1633,28.4,77.0,11.26,2021-11
1634,28.4,77.1,11.46,2021-11
1635,28.4,77.2,11.7,2021-11
1636,28.4,77.3,11.94,2021-11
1637,28.4,77.5,12.04,2021-11
1638,28.3,76.7,10.13,2021-11
1639,28.3,76.8,10.42,2021-11
1640,28.3,76.8,10.65,2021-11
1641,28.3,76.9,10.86,2021-11
1642,28.3,77.0,11.09,2021-11
1643,28.3,77.1,11.41,2021-11
1644,28.3,77.2,11.74,2021-11
1645,28.3,77.3,12.01,2021-11
1646,28.3,77.5,12.14,2021-11
1647,28.3,76.7,9.98,2021-11
1648,28.3,76.8,10.15,2021-11
1649,28.3,76.8,10.33,2021-11
1650,28.3,76.9,10.67,2021-11
1651,28.3,77.0,11.08,2021-11
1652,28.3,77.1,11.44,2021-11
1653,28.3,77.2,11.74,2021-11
1654,28.3,77.3,12.02,2021-11
1655,28.3,77.5,12.19,2021-11
1656,29.0,76.7,8.36,2021-12
1657,29.0,76.8,8.45,2021-12
1658,29.0,76.8,8.53,2021-12
1659,29.0,76.9,8.62,2021-12
1660,29.0,77.0,8.73,2021-12
1661,29.0,77.1,8.82,2021-12
1662,29.0,77.2,8.79,2021-12
1663,29.0,77.3,8.8,2021-12
1664,29.0,77.5,8.82,2021-12
1665,28.9,76.7,8.28,2021-12
1666,28.9,76.8,8.42,2021-12
1667,28.9,76.8,8.49,2021-12
1668,28.9,76.9,8.6,2021-12
1669,28.9,77.0,8.76,2021-12
1670,28.9,77.1,8.87,2021-12
1671,28.9,77.2,8.88,2021-12
1672,28.9,77.3,8.88,2021-12
1673,28.9,77.5,8.89,2021-12
1674,28.8,76.7,8.17,2021-12
1675,28.8,76.8,8.33,2021-12
1676,28.8,76.8,8.46,2021-12
1677,28.8,76.9,8.61,2021-12
1678,28.8,77.0,8.76,2021-12
1679,28.8,77.1,8.86,2021-12
1680,28.8,77.2,8.89,2021-12
1681,28.8,77.3,8.91,2021-12
1682,28.8,77.5,8.92,2021-12
1683,28.7,76.7,8.07,2021-12
1684,28.7,76.8,8.21,2021-12
1685,28.7,76.8,8.38,2021-12
1686,28.7,76.9,8.55,2021-12
1687,28.7,77.0,8.75,2021-12
1688,28.7,77.1,8.86,2021-12
1689,28.7,77.2,8.82,2021-12
1690,28.7,77.3,8.87,2021-12
1691,28.7,77.5,8.93,2021-12
1692,28.5,76.7,7.98,2021-12
1693,28.5,76.8,8.14,2021-12
1694,28.5,76.8,8.33,2021-12
1695,28.5,76.9,8.48,2021-12
1696,28.5,77.0,8.58,2021-12
1697,28.5,77.1,8.65,2021-12
1698,28.5,77.2,8.73,2021-12
1699,28.5,77.3,8.86,2021-12
1700,28.5,77.5,8.93,2021-12
1701,28.4,76.7,7.87,2021-12
1702,28.4,76.8,8.06,2021-12
1703,28.4,76.8,8.23,2021-12
1704,28.4,76.9,8.33,2021-12
1705,28.4,77.0,8.35,2021-12
1706,28.4,77.1,8.47,2021-12
1707,28.4,77.2,8.67,2021-12
1708,28.4,77.3,8.86,2021-12
1709,28.4,77.5,8.94,2021-12
1710,28.3,76.7,7.79,2021-12
1711,28.3,76.8,7.93,2021-12
1712,28.3,76.8,8.04,2021-12
1713,28.3,76.9,8.13,2021-12
1714,28.3,77.0,8.26,2021-12
1715,28.3,77.1,8.44,2021-12
1716,28.3,77.2,8.69,2021-12
1717,28.3,77.3,8.89,2021-12
1718,28.3,77.5,8.98,2021-12
1719,28.3,76.7,7.76,2021-12
1720,28.3,76.8,7.76,2021-12
1721,28.3,76.8,7.82,2021-12
1722,28.3,76.9,8.01,2021-12
1723,28.3,77.0,8.26,2021-12
1724,28.3,77.1,8.48,2021-12
1725,28.3,77.2,8.68,2021-12
1726,28.3,77.3,8.87,2021-12
1727,28.3,77.5,8.98,2021-12
1728,29.0,76.7,9.2,2022-01
1729,29.0,76.8,9.25,2022-01
1730,29.0,76.8,9.28,2022-01
1731,29.0,76.9,9.33,2022-01
1732,29.0,77.0,9.38,2022-01
1733,29.0,77.1,9.42,2022-01
1734,29.0,77.2,9.39,2022-01
1735,29.0,77.3,9.38,2022-01
1736,29.0,77.5,9.38,2022-01
1737,28.9,76.7,9.16,2022-01
1738,28.9,76.8,9.22,2022-01
1739,28.9,76.8,9.26,2022-01
1740,28.9,76.9,9.3,2022-01
1741,28.9,77.0,9.37,2022-01
1742,28.9,77.1,9.4,2022-01
1743,28.9,77.2,9.4,2022-01
1744,28.9,77.3,9.38,2022-01
1745,28.9,77.5,9.38,2022-01
1746,28.8,76.7,9.1,2022-01
1747,28.8,76.8,9.16,2022-01
1748,28.8,76.8,9.22,2022-01
1749,28.8,76.9,9.27,2022-01
1750,28.8,77.0,9.33,2022-01
1751,28.8,77.1,9.36,2022-01
1752,28.8,77.2,9.36,2022-01
1753,28.8,77.3,9.35,2022-01
1754,28.8,77.5,9.37,2022-01
1755,28.7,76.7,9.02,2022-01
1756,28.7,76.8,9.08,2022-01
1757,28.7,76.8,9.16,2022-01
1758,28.7,76.9,9.23,2022-01
1759,28.7,77.0,9.35,2022-01
1760,28.7,77.1,9.4,2022-01
1761,28.7,77.2,9.3,2022-01
1762,28.7,77.3,9.32,2022-01
1763,28.7,77.5,9.34,2022-01
1764,28.5,76.7,8.97,2022-01
1765,28.5,76.8,9.04,2022-01
1766,28.5,76.8,9.13,2022-01
1767,28.5,76.9,9.18,2022-01
1768,28.5,77.0,9.21,2022-01
1769,28.5,77.1,9.21,2022-01
1770,28.5,77.2,9.24,2022-01
1771,28.5,77.3,9.29,2022-01
1772,28.5,77.5,9.32,2022-01
1773,28.4,76.7,8.9,2022-01
1774,28.4,76.8,8.99,2022-01
1775,28.4,76.8,9.07,2022-01
1776,28.4,76.9,9.07,2022-01
1777,28.4,77.0,9.02,2022-01
1778,28.4,77.1,9.05,2022-01
1779,28.4,77.2,9.17,2022-01
1780,28.4,77.3,9.28,2022-01
1781,28.4,77.5,9.3,2022-01
1782,28.3,76.7,8.81,2022-01
1783,28.3,76.8,8.88,2022-01
1784,28.3,76.8,8.91,2022-01
1785,28.3,76.9,8.91,2022-01
1786,28.3,77.0,8.94,2022-01
1787,28.3,77.1,9.02,2022-01
1788,28.3,77.2,9.14,2022-01
1789,28.3,77.3,9.25,2022-01
1790,28.3,77.5,9.29,2022-01
1791,28.3,76.7,8.72,2022-01
1792,28.3,76.8,8.72,2022-01
1793,28.3,76.8,8.72,2022-01
1794,28.3,76.9,8.8,2022-01
1795,28.3,77.0,8.93,2022-01
1796,28.3,77.1,9.04,2022-01
1797,28.3,77.2,9.13,2022-01
1798,28.3,77.3,9.2,2022-01
1799,28.3,77.5,9.24,2022-01
1800,29.0,76.7,10.06,2022-02
1801,29.0,76.8,10.13,2022-02
1802,29.0,76.8,10.16,2022-02
1803,29.0,76.9,10.19,2022-02
1804,29.0,77.0,10.22,2022-02
1805,29.0,77.1,10.23,2022-02
1806,29.0,77.2,10.16,2022-02
1807,29.0,77.3,10.11,2022-02
1808,29.0,77.5,10.07,2022-02
1809,28.9,76.7,9.97,2022-02
1810,28.9,76.8,10.09,2022-02
1811,28.9,76.8,10.13,2022-02
1812,28.9,76.9,10.16,2022-02
1813,28.9,77.0,10.24,2022-02
1814,28.9,77.1,10.28,2022-02
1815,28.9,77.2,10.25,2022-02
1816,28.9,77.3,10.2,2022-02
1817,28.9,77.5,10.17,2022-02
1818,28.8,76.7,9.8,2022-02
1819,28.8,76.8,9.96,2022-02
1820,28.8,76.8,10.06,2022-02
1821,28.8,76.9,10.15,2022-02
1822,28.8,77.0,10.23,2022-02
1823,28.8,77.1,10.26,2022-02
1824,28.8,77.2,10.24,2022-02
1825,28.8,77.3,10.23,2022-02
1826,28.8,77.5,10.22,2022-02
1827,28.7,76.7,9.63,2022-02
1828,28.7,76.8,9.76,2022-02
1829,28.7,76.8,9.91,2022-02
1830,28.7,76.9,10.04,2022-02
1831,28.7,77.0,10.18,2022-02
1832,28.7,77.1,10.24,2022-02
1833,28.7,77.2,10.14,2022-02
1834,28.7,77.3,10.17,2022-02
1835,28.7,77.5,10.22,2022-02
1836,28.5,76.7,9.46,2022-02
1837,28.5,76.8,9.59,2022-02
1838,28.5,76.8,9.74,2022-02
1839,28.5,76.9,9.86,2022-02
1840,28.5,77.0,9.92,2022-02
1841,28.5,77.1,9.94,2022-02
1842,28.5,77.2,10.02,2022-02
1843,28.5,77.3,10.14,2022-02
1844,28.5,77.5,10.19,2022-02
1845,28.4,76.7,9.25,2022-02
1846,28.4,76.8,9.41,2022-02
1847,28.4,76.8,9.54,2022-02
1848,28.4,76.9,9.61,2022-02
1849,28.4,77.0,9.59,2022-02
1850,28.4,77.1,9.69,2022-02
1851,28.4,77.2,9.91,2022-02
1852,28.4,77.3,10.11,2022-02
1853,28.4,77.5,10.18,2022-02
1854,28.3,76.7,9.05,2022-02
1855,28.3,76.8,9.17,2022-02
1856,28.3,76.8,9.24,2022-02
1857,28.3,76.9,9.31,2022-02
1858,28.3,77.0,9.43,2022-02
1859,28.3,77.1,9.65,2022-02
1860,28.3,77.2,9.89,2022-02
1861,28.3,77.3,10.1,2022-02
1862,28.3,77.5,10.19,2022-02
1863,28.3,76.7,8.84,2022-02
1864,28.3,76.8,8.87,2022-02
1865,28.3,76.8,8.91,2022-02
1866,28.3,76.9,9.12,2022-02
1867,28.3,77.0,9.43,2022-02
1868,28.3,77.1,9.69,2022-02
1869,28.3,77.2,9.88,2022-02
1870,28.3,77.3,10.04,2022-02
1871,28.3,77.5,10.14,2022-02
1872,29.0,76.7,13.27,2022-03
1873,29.0,76.8,13.45,2022-03
1874,29.0,76.8,13.6,2022-03
1875,29.0,76.9,13.74,2022-03
1876,29.0,77.0,13.89,2022-03
1877,29.0,77.1,13.98,2022-03
1878,29.0,77.2,13.9,2022-03
1879,29.0,77.3,13.84,2022-03
1880,29.0,77.5,13.77,2022-03
1881,28.9,76.7,13.06,2022-03
1882,28.9,76.8,13.32,2022-03
1883,28.9,76.8,13.47,2022-03
1884,28.9,76.9,13.63,2022-03
1885,28.9,77.0,13.84,2022-03
1886,28.9,77.1,13.97,2022-03
1887,28.9,77.2,13.94,2022-03
1888,28.9,77.3,13.9,2022-03
1889,28.9,77.5,13.84,2022-03
1890,28.8,76.7,12.77,2022-03
1891,28.8,76.8,13.08,2022-03
1892,28.8,76.8,13.31,2022-03
1893,28.8,76.9,13.52,2022-03
1894,28.8,77.0,13.72,2022-03
1895,28.8,77.1,13.85,2022-03
1896,28.8,77.2,13.88,2022-03
1897,28.8,77.3,13.87,2022-03
1898,28.8,77.5,13.85,2022-03
1899,28.7,76.7,12.41,2022-03
1900,28.7,76.8,12.63,2022-03
1901,28.7,76.8,12.9,2022-03
1902,28.7,76.9,13.19,2022-03
1903,28.7,77.0,13.38,2022-03
1904,28.7,77.1,13.48,2022-03
1905,28.7,77.2,13.57,2022-03
1906,28.7,77.3,13.65,2022-03
1907,28.7,77.5,13.77,2022-03
1908,28.5,76.7,11.96,2022-03
1909,28.5,76.8,12.16,2022-03
1910,28.5,76.8,12.41,2022-03
1911,28.5,76.9,12.74,2022-03
1912,28.5,77.0,12.93,2022-03
1913,28.5,77.1,13.07,2022-03
1914,28.5,77.2,13.27,2022-03
1915,28.5,77.3,13.49,2022-03
1916,28.5,77.5,13.63,2022-03
1917,28.4,76.7,11.4,2022-03
1918,28.4,76.8,11.63,2022-03
1919,28.4,76.8,11.88,2022-03
1920,28.4,76.9,12.17,2022-03
1921,28.4,77.0,12.36,2022-03
1922,28.4,77.1,12.64,2022-03
1923,28.4,77.2,13.01,2022-03
1924,28.4,77.3,13.33,2022-03
1925,28.4,77.5,13.49,2022-03
1926,28.3,76.7,10.92,2022-03
1927,28.3,76.8,11.08,2022-03
1928,28.3,76.8,11.31,2022-03
1929,28.3,76.9,11.6,2022-03
1930,28.3,77.0,11.93,2022-03
1931,28.3,77.1,12.32,2022-03
1932,28.3,77.2,12.79,2022-03
1933,28.3,77.3,13.16,2022-03
1934,28.3,77.5,13.35,2022-03
1935,28.3,76.7,10.56,2022-03
1936,28.3,76.8,10.5,2022-03
1937,28.3,76.8,10.64,2022-03
1938,28.3,76.9,11.05,2022-03
1939,28.3,77.0,11.55,2022-03
1940,28.3,77.1,12.03,2022-03
1941,28.3,77.2,12.47,2022-03
1942,28.3,77.3,12.89,2022-03
1943,28.3,77.5,13.15,2022-03
1944,29.0,76.7,7.9,2022-04
1945,29.0,76.8,8.59,2022-04
1946,29.0,76.8,9.18,2022-04
1947,29.0,76.9,9.73,2022-04
1948,29.0,77.0,10.25,2022-04
1949,29.0,77.1,10.54,2022-04
1950,29.0,77.2,10.61,2022-04
1951,29.0,77.3,10.6,2022-04
1952,29.0,77.5,10.53,2022-04
1953,28.9,76.7,7.44,2022-04
1954,28.9,76.8,8.12,2022-04
1955,28.9,76.8,8.72,2022-04
1956,28.9,76.9,9.28,2022-04
1957,28.9,77.0,9.76,2022-04
1958,28.9,77.1,10.14,2022-04
1959,28.9,77.2,10.29,2022-04
1960,28.9,77.3,10.37,2022-04
1961,28.9,77.5,10.33,2022-04
1962,28.8,76.7,6.99,2022-04
1963,28.8,76.8,7.67,2022-04
1964,28.8,76.8,8.21,2022-04
1965,28.8,76.9,8.7,2022-04
1966,28.8,77.0,9.18,2022-04
1967,28.8,77.1,9.57,2022-04
1968,28.8,77.2,9.82,2022-04
1969,28.8,77.3,10.0,2022-04
1970,28.8,77.5,10.11,2022-04
1971,28.7,76.7,6.73,2022-04
1972,28.7,76.8,7.11,2022-04
1973,28.7,76.8,7.46,2022-04
1974,28.7,76.9,7.99,2022-04
1975,28.7,77.0,8.5,2022-04
1976,28.7,77.1,8.91,2022-04
1977,28.7,77.2,9.15,2022-04
1978,28.7,77.3,9.44,2022-04
1979,28.7,77.5,9.77,2022-04
1980,28.5,76.7,6.16,2022-04
1981,28.5,76.8,6.35,2022-04
1982,28.5,76.8,6.65,2022-04
1983,28.5,76.9,7.21,2022-04
1984,28.5,77.0,7.64,2022-04
1985,28.5,77.1,8.01,2022-04
1986,28.5,77.2,8.45,2022-04
1987,28.5,77.3,8.9,2022-04
1988,28.5,77.5,9.22,2022-04
1989,28.4,76.7,5.33,2022-04
1990,28.4,76.8,5.56,2022-04
1991,28.4,76.8,5.86,2022-04
1992,28.4,76.9,6.38,2022-04
1993,28.4,77.0,6.73,2022-04
1994,28.4,77.1,7.2,2022-04
1995,28.4,77.2,7.85,2022-04
1996,28.4,77.3,8.44,2022-04
1997,28.4,77.5,8.79,2022-04
1998,28.3,76.7,4.93,2022-04
1999,28.3,76.8,5.06,2022-04
2000,28.3,76.8,5.35,2022-04
2001,28.3,76.9,5.83,2022-04
2002,28.3,77.0,6.3,2022-04
2003,28.3,77.1,6.88,2022-04
2004,28.3,77.2,7.69,2022-04
2005,28.3,77.3,8.35,2022-04
2006,28.3,77.5,8.79,2022-04
2007,28.3,76.7,4.74,2022-04
2008,28.3,76.8,4.56,2022-04
2009,28.3,76.8,4.73,2022-04
2010,28.3,76.9,5.27,2022-04
2011,28.3,77.0,5.89,2022-04
2012,28.3,77.1,6.58,2022-04
2013,28.3,77.2,7.35,2022-04
2014,28.3,77.3,8.1,2022-04
2015,28.3,77.5,8.68,2022-04
2016,29.0,76.7,16.41,2022-05
2017,29.0,76.8,16.93,2022-05
2018,29.0,76.8,17.41,2022-05
2019,29.0,76.9,17.88,2022-05
2020,29.0,77.0,18.34,2022-05
2021,29.0,77.1,18.72,2022-05
2022,29.0,77.2,18.82,2022-05
2023,29.0,77.3,18.9,2022-05
2024,29.0,77.5,18.97,2022-05
2025,28.9,76.7,16.04,2022-05
2026,28.9,76.8,16.61,2022-05
2027,28.9,76.8,17.1,2022-05
2028,28.9,76.9,17.6,2022-05
2029,28.9,77.0,18.15,2022-05
2030,28.9,77.1,18.56,2022-05
2031,28.9,77.2,18.73,2022-05
2032,28.9,77.3,18.85,2022-05
2033,28.9,77.5,18.92,2022-05
2034,28.8,76.7,15.63,2022-05
2035,28.8,76.8,16.23,2022-05
2036,28.8,76.8,16.77,2022-05
2037,28.8,76.9,17.34,2022-05
2038,28.8,77.0,17.9,2022-05
2039,28.8,77.1,18.3,2022-05
2040,28.8,77.2,18.52,2022-05
2041,28.8,77.3,18.68,2022-05
2042,28.8,77.5,18.84,2022-05
2043,28.7,76.7,15.3,2022-05
2044,28.7,76.8,15.75,2022-05
2045,28.7,76.8,16.24,2022-05
2046,28.7,76.9,16.88,2022-05
2047,28.7,77.0,17.51,2022-05
2048,28.7,77.1,17.97,2022-05
2049,28.7,77.2,18.11,2022-05
2050,28.7,77.3,18.34,2022-05
2051,28.7,77.5,18.64,2022-05
2052,28.5,76.7,14.81,2022-05
2053,28.5,76.8,15.18,2022-05
2054,28.5,76.8,15.65,2022-05
2055,28.5,76.9,16.33,2022-05
2056,28.5,77.0,16.89,2022-05
2057,28.5,77.1,17.34,2022-05
2058,28.5,77.2,17.65,2022-05
2059,28.5,77.3,18.04,2022-05
2060,28.5,77.5,18.34,2022-05
2061,28.4,76.7,14.21,2022-05
2062,28.4,76.8,14.63,2022-05
2063,28.4,76.8,15.09,2022-05
2064,28.4,76.9,15.74,2022-05
2065,28.4,77.0,16.23,2022-05
2066,28.4,77.1,16.78,2022-05
2067,28.4,77.2,17.32,2022-05
2068,28.4,77.3,17.81,2022-05
2069,28.4,77.5,18.12,2022-05
2070,28.3,76.7,13.91,2022-05
2071,28.3,76.8,14.27,2022-05
2072,28.3,76.8,14.73,2022-05
2073,28.3,76.9,15.36,2022-05
2074,28.3,77.0,15.97,2022-05
2075,28.3,77.1,16.6,2022-05
2076,28.3,77.2,17.26,2022-05
2077,28.3,77.3,17.78,2022-05
2078,28.3,77.5,18.16,2022-05
2079,28.3,76.7,13.68,2022-05
2080,28.3,76.8,13.88,2022-05
2081,28.3,76.8,14.29,2022-05
2082,28.3,76.9,15.0,2022-05
2083,28.3,77.0,15.8,2022-05
2084,28.3,77.1,16.5,2022-05
2085,28.3,77.2,17.12,2022-05
2086,28.3,77.3,17.67,2022-05
2087,28.3,77.5,18.11,2022-05
2088,29.0,76.7,16.54,2022-06
2089,29.0,76.8,16.81,2022-06
2090,29.0,76.8,17.08,2022-06
2091,29.0,76.9,17.52,2022-06
2092,29.0,77.0,17.93,2022-06
2093,29.0,77.1,18.16,2022-06
2094,29.0,77.2,18.22,2022-06
2095,29.0,77.3,18.32,2022-06
2096,29.0,77.5,18.39,2022-06
2097,28.9,76.7,16.43,2022-06
2098,28.9,76.8,16.7,2022-06
2099,28.9,76.8,16.99,2022-06
2100,28.9,76.9,17.39,2022-06
2101,28.9,77.0,17.77,2022-06
2102,28.9,77.1,18.05,2022-06
2103,28.9,77.2,18.15,2022-06
2104,28.9,77.3,18.23,2022-06
2105,28.9,77.5,18.27,2022-06
2106,28.8,76.7,16.31,2022-06
2107,28.8,76.8,16.59,2022-06
2108,28.8,76.8,16.84,2022-06
2109,28.8,76.9,17.19,2022-06
2110,28.8,77.0,17.56,2022-06
2111,28.8,77.1,17.83,2022-06
2112,28.8,77.2,17.98,2022-06
2113,28.8,77.3,18.08,2022-06
2114,28.8,77.5,18.17,2022-06
2115,28.7,76.7,16.34,2022-06
2116,28.7,76.8,16.45,2022-06
2117,28.7,76.8,16.57,2022-06
2118,28.7,76.9,16.85,2022-06
2119,28.7,77.0,17.19,2022-06
2120,28.7,77.1,17.47,2022-06
2121,28.7,77.2,17.6,2022-06
2122,28.7,77.3,17.77,2022-06
2123,28.7,77.5,17.98,2022-06
2124,28.5,76.7,16.24,2022-06
2125,28.5,76.8,16.26,2022-06
2126,28.5,76.8,16.35,2022-06
2127,28.5,76.9,16.57,2022-06
2128,28.5,77.0,16.71,2022-06
2129,28.5,77.1,16.92,2022-06
2130,28.5,77.2,17.18,2022-06
2131,28.5,77.3,17.47,2022-06
2132,28.5,77.5,17.67,2022-06
2133,28.4,76.7,16.02,2022-06
2134,28.4,76.8,16.07,2022-06
2135,28.4,76.8,16.15,2022-06
2136,28.4,76.9,16.28,2022-06
2137,28.4,77.0,16.31,2022-06
2138,28.4,77.1,16.43,2022-06
2139,28.4,77.2,16.83,2022-06
2140,28.4,77.3,17.22,2022-06
2141,28.4,77.5,17.44,2022-06
2142,28.3,76.7,15.98,2022-06
2143,28.3,76.8,15.98,2022-06
2144,28.3,76.8,16.01,2022-06
