Unnamed: 0_x,latitude,longitude,tp_mm,month,dataValue,wellDepth,tmean_C,Unnamed: 0_y,d2m_C
100,28.4,77.1,0.0,2020-11,65.16,82.0,19.154623,770,8.98
101,28.4,77.1,0.0,2020-11,63.75,90.0,19.154623,770,8.98
102,28.4,77.2,0.0,2020-11,21.01,35.0,19.13992,771,9.37
103,28.4,77.2,0.0,2020-11,49.25,86.5,19.13992,771,9.37
104,28.8,77.0,0.0,2021-01,1.96,100.0,13.433441,886,9.04
105,28.8,77.0,0.0,2021-01,1.92,50.0,13.433441,886,9.04
106,28.8,77.0,0.0,2021-01,23.54,47.0,13.433441,886,9.04
107,28.8,77.1,0.0,2021-01,11.42,80.0,13.440136,887,9.1
108,28.8,77.2,0.0,2021-01,8.97,200.0,13.467385,888,9.13
109,28.8,77.2,0.0,2021-01,7.59,65.0,13.467385,888,9.13
110,28.8,77.2,0.0,2021-01,8.05,85.0,13.467385,888,9.13
111,28.8,77.2,0.0,2021-01,11.52,101.0,13.467385,888,9.13
112,28.5,76.9,0.0,2021-01,1.37,28.0,13.713296,903,8.75
113,28.5,76.9,0.0,2021-01,8.56,100.0,13.713296,903,8.75
114,28.5,76.9,0.0,2021-01,8.46,40.0,13.713296,903,8.75
115,28.5,76.9,0.0,2021-01,3.38,80.0,13.713296,903,8.75
116,28.5,76.9,0.0,2021-01,1.53,15.0,13.713296,903,8.75
117,28.5,76.9,0.0,2021-01,13.68,100.0,13.713296,903,8.75
118,28.5,77.0,0.0,2021-01,11.91,75.0,13.698771,904,8.79
119,28.5,77.0,0.0,2021-01,17.43,105.0,13.698771,904,8.79
120,28.5,77.0,0.0,2021-01,20.97,125.0,13.698771,904,8.79
121,28.5,77.1,0.0,2021-01,16.19,55.0,13.740078,905,8.82
122,28.5,77.1,0.0,2021-01,16.95,100.0,13.740078,905,8.82
123,28.5,77.1,0.0,2021-01,3.85,20.0,13.740078,905,8.82
124,28.5,77.1,0.0,2021-01,47.6,65.0,13.740078,905,8.82
125,28.5,77.1,0.0,2021-01,15.68,100.0,13.740078,905,8.82
126,28.5,77.1,0.0,2021-01,31.91,43.0,13.740078,905,8.82
127,28.5,77.2,0.0,2021-01,44.82,94.5,13.763745,906,8.88
128,28.5,77.2,0.0,2021-01,28.89,104.0,13.763745,906,8.88
129,28.5,77.2,0.0,2021-01,3.92,12.0,13.763745,906,8.88
130,28.5,77.3,0.0,2021-01,8.2,75.0,13.756496,907,8.99
131,28.5,77.3,0.0,2021-01,10.45,45.0,13.756496,907,8.99
132,28.4,77.1,0.0,2021-01,54.0,65.0,13.806959,914,8.63
133,28.4,77.1,0.0,2021-01,41.99,100.0,13.806959,914,8.63
134,28.4,77.1,0.0,2021-01,65.47,82.0,13.806959,914,8.63
135,28.4,77.1,0.0,2021-01,63.88,90.0,13.806959,914,8.63
136,28.4,77.2,0.0,2021-01,21.83,35.0,13.863176,915,8.79
137,28.4,77.2,0.0,2021-01,50.78,86.5,13.863176,915,8.79
138,28.8,77.0,0.0,2021-08,0.66,100.0,29.342041,1390,24.32
139,28.8,77.0,0.0,2021-08,1.78,8.6,29.342041,1390,24.32
140,28.8,77.0,0.0,2021-08,5.24,50.0,29.342041,1390,24.32
141,28.8,77.0,0.0,2021-08,23.8,25.0,29.342041,1390,24.32
142,28.8,77.1,0.0,2021-08,10.68,80.0,29.230164,1391,24.4
143,28.8,77.1,0.0,2021-08,21.78,45.0,29.230164,1391,24.4
144,28.8,77.2,0.0,2021-08,7.58,65.0,29.110924,1392,24.45
145,28.8,77.2,0.0,2021-08,7.72,85.0,29.110924,1392,24.45
146,28.8,77.2,0.0,2021-08,11.7,101.0,29.110924,1392,24.45
147,28.5,76.9,0.0,2021-08,0.82,80.0,29.58995,1407,24.03
148,28.5,76.9,0.0,2021-08,0.6,28.0,29.58995,1407,24.03
149,28.5,76.9,0.0,2021-08,8.1,100.0,29.58995,1407,24.03
150,28.5,76.9,0.0,2021-08,7.93,40.0,29.58995,1407,24.03
151,28.5,76.9,0.0,2021-08,0.9,15.0,29.58995,1407,24.03
152,28.5,76.9,0.0,2021-08,12.36,100.0,29.58995,1407,24.03
153,28.5,77.0,0.0,2021-08,20.34,125.0,29.349886,1408,24.15
154,28.5,77.1,0.0,2021-08,15.2,55.0,29.180279,1409,24.2
155,28.5,77.1,0.0,2021-08,12.83,100.0,29.180279,1409,24.2
156,28.5,77.1,0.0,2021-08,44.86,65.0,29.180279,1409,24.2
157,28.5,77.1,0.0,2021-08,9.18,100.0,29.180279,1409,24.2
158,28.5,77.1,0.0,2021-08,33.05,43.0,29.180279,1409,24.2
159,28.5,77.2,0.0,2021-08,51.7,150.0,29.137745,1410,24.3
160,28.5,77.2,0.0,2021-08,43.05,94.5,29.137745,1410,24.3
161,28.5,77.2,0.0,2021-08,27.68,104.0,29.137745,1410,24.3
162,28.5,77.2,0.0,2021-08,2.63,12.0,29.137745,1410,24.3
163,28.5,77.3,0.0,2021-08,8.57,75.0,29.100613,1411,24.42
164,28.5,77.3,0.0,2021-08,10.79,45.0,29.100613,1411,24.42
165,28.4,77.1,0.0,2021-08,53.6,65.0,29.053745,1418,24.03
166,28.4,77.1,0.0,2021-08,40.76,100.0,29.053745,1418,24.03
167,28.4,77.1,0.0,2021-08,65.48,82.0,29.053745,1418,24.03
168,28.4,77.1,0.0,2021-08,63.61,90.0,29.053745,1418,24.03
169,28.4,77.2,0.0,2021-08,11.45,35.0,29.094181,1419,24.21
170,28.4,77.2,0.0,2021-08,54.61,86.5,29.094181,1419,24.21
171,28.8,77.0,0.0,2021-11,0.94,100.0,18.924595,1606,11.67
172,28.8,77.0,0.0,2021-11,1.3,8.6,18.924595,1606,11.67
173,28.8,77.0,0.0,2021-11,2.13,50.0,18.924595,1606,11.67
174,28.8,77.0,0.0,2021-11,19.78,47.0,18.924595,1606,11.67
175,28.8,77.1,0.0,2021-11,8.3,80.0,18.800451,1607,11.84
176,28.8,77.2,0.0,2021-11,7.2,85.0,18.71657,1608,11.92
177,28.8,77.2,0.0,2021-11,9.8,101.0,18.71657,1608,11.92
178,28.5,76.9,0.0,2021-11,0.85,80.0,19.487726,1623,11.31
179,28.5,76.9,0.0,2021-11,0.88,28.0,19.487726,1623,11.31
180,28.5,76.9,0.0,2021-11,2.4,15.0,19.487726,1623,11.31
181,28.5,76.9,0.0,2021-11,11.31,100.0,19.487726,1623,11.31
182,28.5,77.0,0.0,2021-11,13.3,105.0,19.295254,1624,11.5
183,28.5,77.0,0.0,2021-11,19.39,125.0,19.295254,1624,11.5
184,28.5,77.1,0.0,2021-11,13.6,55.0,19.162169,1625,11.63
185,28.5,77.1,0.0,2021-11,7.94,100.0,19.162169,1625,11.63
186,28.5,77.1,0.0,2021-11,0.51,20.0,19.162169,1625,11.63
187,28.5,77.1,0.0,2021-11,43.76,65.0,19.162169,1625,11.63
188,28.5,77.1,0.0,2021-11,32.54,43.0,19.162169,1625,11.63
189,28.5,77.2,0.0,2021-11,47.84,150.0,19.060375,1626,11.77
190,28.5,77.2,0.0,2021-11,42.3,94.5,19.060375,1626,11.77
191,28.5,77.2,0.0,2021-11,26.72,104.0,19.060375,1626,11.77
192,28.5,77.3,0.0,2021-11,6.76,75.0,18.982353,1627,11.94
193,28.5,77.3,0.0,2021-11,10.51,45.0,18.982353,1627,11.94
194,28.4,77.1,0.0,2021-11,53.88,65.0,19.157732,1634,11.46
195,28.4,77.1,0.0,2021-11,65.67,82.0,19.157732,1634,11.46
196,28.4,77.2,0.0,2021-11,14.44,35.0,19.185427,1635,11.7
197,28.4,77.2,0.0,2021-11,40.55,86.5,19.185427,1635,11.7
198,28.8,77.0,0.0,2022-01,1.39,100.0,12.6836605,1750,9.33
199,28.8,77.0,0.0,2022-01,2.03,8.6,12.6836605,1750,9.33
200,28.8,77.0,0.0,2022-01,2.46,50.0,12.6836605,1750,9.33
201,28.8,77.0,0.0,2022-01,24.75,47.0,12.6836605,1750,9.33
202,28.8,77.1,0.0,2022-01,18.29,45.0,12.679148,1751,9.36
203,28.8,77.2,0.0,2022-01,7.89,200.0,12.690835,1752,9.36
204,28.8,77.2,0.0,2022-01,6.54,65.0,12.690835,1752,9.36
205,28.8,77.2,0.0,2022-01,7.98,85.0,12.690835,1752,9.36
206,28.8,77.2,0.0,2022-01,9.5,101.0,12.690835,1752,9.36
207,28.5,76.9,0.0,2022-01,1.45,28.0,12.840097,1767,9.18
208,28.5,76.9,0.0,2022-01,7.38,100.0,12.840097,1767,9.18
209,28.5,76.9,0.0,2022-01,7.42,40.0,12.840097,1767,9.18
210,28.5,76.9,0.0,2022-01,1.85,15.0,12.840097,1767,9.18
211,28.5,76.9,0.0,2022-01,11.06,100.0,12.840097,1767,9.18
212,28.5,77.0,0.0,2022-01,8.35,75.0,12.764224,1768,9.21
213,28.5,77.0,0.0,2022-01,14.21,105.0,12.764224,1768,9.21
214,28.5,77.0,0.0,2022-01,18.73,125.0,12.764224,1768,9.21
215,28.5,77.1,0.0,2022-01,12.54,55.0,12.753055,1769,9.21
216,28.5,77.1,0.0,2022-01,10.1,100.0,12.753055,1769,9.21
217,28.5,77.1,0.0,2022-01,1.9,20.0,12.753055,1769,9.21
218,28.5,77.1,0.0,2022-01,43.79,65.0,12.753055,1769,9.21
219,28.5,77.1,0.0,2022-01,13.43,100.0,12.753055,1769,9.21
220,28.5,77.1,0.0,2022-01,32.06,43.0,12.753055,1769,9.21
221,28.5,77.2,0.0,2022-01,47.56,150.0,12.772998,1770,9.24
222,28.5,77.2,0.0,2022-01,41.1,94.5,12.772998,1770,9.24
223,28.5,77.2,0.0,2022-01,25.49,104.0,12.772998,1770,9.24
224,28.5,77.2,0.0,2022-01,2.9,12.0,12.772998,1770,9.24
225,28.5,77.3,0.0,2022-01,8.4,75.0,12.776696,1771,9.29
226,28.5,77.3,0.0,2022-01,10.25,45.0,12.776696,1771,9.29
227,28.4,77.1,0.0,2022-01,65.0,65.0,12.668531,1778,9.05
228,28.4,77.1,0.0,2022-01,41.13,100.0,12.668531,1778,9.05
229,28.4,77.1,0.0,2022-01,65.54,82.0,12.668531,1778,9.05
230,28.4,77.1,0.0,2022-01,63.88,90.0,12.668531,1778,9.05
231,28.4,77.2,0.0,2022-01,19.27,35.0,12.760604,1779,9.17
232,28.4,77.2,0.0,2022-01,43.89,86.5,12.760604,1779,9.17
233,28.8,77.0,0.0,2022-05,2.3,100.0,32.15535,2038,17.9
234,28.8,77.0,0.0,2022-05,3.73,8.6,32.15535,2038,17.9
235,28.8,77.0,0.0,2022-05,3.89,50.0,32.15535,2038,17.9
236,28.8,77.0,0.0,2022-05,18.55,47.0,32.15535,2038,17.9
237,28.8,77.1,0.0,2022-05,8.79,80.0,31.939905,2039,18.3
238,28.8,77.1,0.0,2022-05,18.0,45.0,31.939905,2039,18.3
239,28.8,77.2,0.0,2022-05,8.41,200.0,31.749407,2040,18.52
240,28.8,77.2,0.0,2022-05,7.05,65.0,31.749407,2040,18.52
241,28.8,77.2,0.0,2022-05,8.08,85.0,31.749407,2040,18.52
242,28.8,77.2,0.0,2022-05,9.75,101.0,31.749407,2040,18.52
243,28.5,76.9,0.0,2022-05,1.68,28.0,33.15442,2055,16.33
244,28.5,76.9,0.0,2022-05,7.43,100.0,33.15442,2055,16.33
245,28.5,76.9,0.0,2022-05,7.28,40.0,33.15442,2055,16.33
246,28.5,76.9,0.0,2022-05,1.27,15.0,33.15442,2055,16.33
247,28.5,76.9,0.0,2022-05,10.8,100.0,33.15442,2055,16.33
248,28.5,77.0,0.0,2022-05,9.2,75.0,32.79866,2056,16.89
249,28.5,77.0,0.0,2022-05,15.3,105.0,32.79866,2056,16.89
250,28.5,77.0,0.0,2022-05,17.86,125.0,32.79866,2056,16.89
251,28.5,77.1,0.0,2022-05,15.42,55.0,32.52179,2057,17.34
252,28.5,77.1,0.0,2022-05,12.4,100.0,32.52179,2057,17.34
253,28.5,77.1,0.0,2022-05,3.29,20.0,32.52179,2057,17.34
254,28.5,77.1,0.0,2022-05,14.0,100.0,32.52179,2057,17.34
255,28.5,77.1,0.0,2022-05,31.79,43.0,32.52179,2057,17.34
256,28.5,77.2,0.0,2022-05,49.48,150.0,32.386158,2058,17.65
257,28.5,77.2,0.0,2022-05,39.53,94.5,32.386158,2058,17.65
258,28.5,77.2,0.0,2022-05,24.7,104.0,32.386158,2058,17.65
259,28.5,77.2,0.0,2022-05,3.7,12.0,32.386158,2058,17.65
260,28.5,77.3,0.0,2022-05,9.32,75.0,32.19028,2059,18.04
261,28.5,77.3,0.0,2022-05,22.34,75.0,32.19028,2059,18.04
262,28.5,77.3,0.0,2022-05,10.3,45.0,32.19028,2059,18.04
263,28.4,77.1,0.0,2022-05,53.34,65.0,32.67468,2066,16.78
264,28.4,77.1,0.0,2022-05,41.37,100.0,32.67468,2066,16.78
265,28.4,77.1,0.0,2022-05,66.01,82.0,32.67468,2066,16.78
266,28.4,77.1,0.0,2022-05,64.37,90.0,32.67468,2066,16.78
267,28.4,77.2,0.0,2022-05,23.08,35.0,32.544926,2067,17.32
268,28.4,77.2,0.0,2022-05,10.95,100.0,32.544926,2067,17.32
269,28.4,77.2,0.0,2022-05,48.64,86.5,32.544926,2067,17.32
270,28.8,77.0,0.0,2022-08,1.58,100.0,28.743864,2254,24.43
271,28.8,77.0,0.0,2022-08,2.57,8.6,28.743864,2254,24.43
272,28.8,77.0,0.0,2022-08,1.64,50.0,28.743864,2254,24.43
273,28.8,77.0,0.0,2022-08,20.33,47.0,28.743864,2254,24.43
274,28.8,77.1,0.0,2022-08,9.75,80.0,28.700174,2255,24.49
275,28.8,77.1,0.0,2022-08,19.07,45.0,28.700174,2255,24.49
276,28.8,77.2,0.0,2022-08,9.05,200.0,28.64815,2256,24.51
277,28.8,77.2,0.0,2022-08,7.32,65.0,28.64815,2256,24.51
278,28.8,77.2,0.0,2022-08,8.18,85.0,28.64815,2256,24.51
279,28.8,77.2,0.0,2022-08,10.46,101.0,28.64815,2256,24.51
280,28.5,76.9,0.0,2022-08,0.79,28.0,28.925064,2271,24.18
281,28.5,76.9,0.0,2022-08,7.36,100.0,28.925064,2271,24.18
282,28.5,76.9,0.0,2022-08,7.22,40.0,28.925064,2271,24.18
283,28.5,76.9,0.0,2022-08,0.97,15.0,28.925064,2271,24.18
284,28.5,76.9,0.0,2022-08,10.69,100.0,28.925064,2271,24.18
285,28.5,77.0,0.0,2022-08,7.37,75.0,28.78256,2272,24.23
286,28.5,77.0,0.0,2022-08,14.39,105.0,28.78256,2272,24.23
287,28.5,77.0,0.0,2022-08,16.85,125.0,28.78256,2272,24.23
288,28.5,77.1,0.0,2022-08,13.21,55.0,28.69958,2273,24.23
289,28.5,77.1,0.0,2022-08,13.41,100.0,28.69958,2273,24.23
290,28.5,77.1,0.0,2022-08,2.97,20.0,28.69958,2273,24.23
291,28.5,77.1,0.0,2022-08,51.03,65.0,28.69958,2273,24.23
292,28.5,77.1,0.0,2022-08,14.61,100.0,28.69958,2273,24.23
293,28.5,77.1,0.0,2022-08,32.37,43.0,28.69958,2273,24.23
294,28.5,77.2,0.0,2022-08,48.59,150.0,28.739376,2274,24.3
295,28.5,77.2,0.0,2022-08,24.5,104.0,28.739376,2274,24.3
296,28.5,77.2,0.0,2022-08,2.48,12.0,28.739376,2274,24.3
297,28.5,77.3,0.0,2022-08,8.6,75.0,28.776436,2275,24.39
298,28.5,77.3,0.0,2022-08,10.27,45.0,28.776436,2275,24.39
299,28.4,77.1,0.0,2022-08,52.68,65.0,28.607277,2282,24.02
300,28.4,77.1,0.0,2022-08,40.96,100.0,28.607277,2282,24.02
301,28.4,77.1,0.0,2022-08,66.51,82.0,28.607277,2282,24.02
302,28.4,77.1,0.0,2022-08,62.07,90.0,28.607277,2282,24.02
303,28.4,77.2,0.0,2022-08,14.81,35.0,28.741247,2283,24.16
304,28.4,77.2,0.0,2022-08,48.24,86.5,28.741247,2283,24.16
305,28.8,77.0,0.0,2022-11,1.69,100.0,19.87709,2470,12.61
306,28.8,77.0,0.0,2022-11,2.08,8.6,19.87709,2470,12.61
307,28.8,77.0,0.0,2022-11,2.62,50.0,19.87709,2470,12.61
308,28.8,77.0,0.0,2022-11,19.84,47.0,19.87709,2470,12.61
309,28.8,77.1,0.0,2022-11,8.93,80.0,19.780182,2471,12.74
310,28.8,77.1,0.0,2022-11,19.02,45.0,19.780182,2471,12.74
311,28.8,77.2,0.0,2022-11,8.62,200.0,19.708948,2472,12.79
312,28.8,77.2,0.0,2022-11,6.47,65.0,19.708948,2472,12.79
313,28.8,77.2,0.0,2022-11,8.62,85.0,19.708948,2472,12.79
314,28.8,77.2,0.0,2022-11,9.2,101.0,19.708948,2472,12.79
315,28.5,76.9,0.0,2022-11,0.84,28.0,20.247078,2487,12.2
316,28.5,76.9,0.0,2022-11,6.33,100.0,20.247078,2487,12.2
317,28.5,76.9,0.0,2022-11,6.12,40.0,20.247078,2487,12.2
318,28.5,76.9,0.0,2022-11,2.58,15.0,20.247078,2487,12.2
319,28.5,76.9,0.0,2022-11,10.62,100.0,20.247078,2487,12.2
320,28.5,77.0,0.0,2022-11,7.52,75.0,20.11696,2488,12.38
321,28.5,77.0,0.0,2022-11,-13.89,,20.11696,2488,12.38
322,28.5,77.0,0.0,2022-11,13.14,105.0,20.11696,2488,12.38
323,28.5,77.0,0.0,2022-11,-15.56,,20.11696,2488,12.38
324,28.5,77.0,0.0,2022-11,14.15,125.0,20.11696,2488,12.38
325,28.5,77.1,0.0,2022-11,13.65,55.0,20.030918,2489,12.5
326,28.5,77.1,0.0,2022-11,13.08,100.0,20.030918,2489,12.5
327,28.5,77.1,0.0,2022-11,2.66,20.0,20.030918,2489,12.5
328,28.5,77.1,0.0,2022-11,43.04,65.0,20.030918,2489,12.5
329,28.5,77.1,0.0,2022-11,14.26,100.0,20.030918,2489,12.5
330,28.5,77.1,0.0,2022-11,31.68,43.0,20.030918,2489,12.5
331,28.5,77.2,0.0,2022-11,44.7,150.0,19.966936,2490,12.59
332,28.5,77.2,0.0,2022-11,39.04,94.5,19.966936,2490,12.59
333,28.5,77.2,0.0,2022-11,23.95,104.0,19.966936,2490,12.59
334,28.5,77.3,0.0,2022-11,8.0,75.0,19.914347,2491,12.71
335,28.5,77.3,0.0,2022-11,9.64,45.0,19.914347,2491,12.71
336,28.4,77.1,0.0,2022-11,51.69,65.0,19.982546,2498,12.28
337,28.4,77.1,0.0,2022-11,10.07,100.0,19.982546,2498,12.28
338,28.4,77.1,0.0,2022-11,66.75,82.0,19.982546,2498,12.28
339,28.4,77.1,0.0,2022-11,64.74,90.0,19.982546,2498,12.28
340,28.4,77.2,0.0,2022-11,16.0,35.0,20.047207,2499,12.44
341,28.4,77.2,0.0,2022-11,39.17,86.5,20.047207,2499,12.44
342,28.5,76.9,0.0,2022-12,-10.74,,15.112218,2559,8.3
343,28.5,77.0,0.0,2022-12,-8.03,,15.06915,2560,8.39
344,28.5,77.0,0.0,2022-12,-14.28,,15.06915,2560,8.39
345,28.5,77.0,0.0,2022-12,-15.37,,15.06915,2560,8.39
346,28.4,77.1,0.0,2022-12,-66.86,,15.110593,2570,8.27
347,28.5,76.9,0.0,2023-01,-10.72,,12.583719,2631,7.85
348,28.5,77.0,0.0,2023-01,-8.3,,12.58034,2632,7.94
349,28.5,77.0,0.0,2023-01,-14.86,,12.58034,2632,7.94
350,28.5,77.0,0.0,2023-01,-15.14,,12.58034,2632,7.94
351,28.4,77.1,0.0,2023-01,-66.83,,12.616508,2642,7.82
352,28.5,76.9,0.0,2023-02,-10.69,,18.8678,2703,9.56
353,28.5,77.0,0.0,2023-02,-8.63,,18.78801,2704,9.65
354,28.5,77.0,0.0,2023-02,-15.12,,18.78801,2704,9.65
355,28.5,77.0,0.0,2023-02,-14.94,,18.78801,2704,9.65
356,28.4,77.1,0.0,2023-02,-66.77,,18.838139,2714,9.36
357,28.5,76.9,0.0,2023-03,-10.69,,22.40761,2775,13.63
358,28.5,77.0,0.0,2023-03,-8.93,,22.276209,2776,13.66
359,28.5,77.0,0.0,2023-03,-15.84,,22.276209,2776,13.66
